SIGN,LOVE - WORDS,LOVE LANGUAGE,CAREER - CHARACTERISTICS,CAREER - SECTOR,CAREER - JOBS,MYSELF - TRAITS,MYSELF - CHALLENGES,MYSELF - TYPE,MYSELF - RULING PLANET,MYSELF - GEMSTONES,MYSELF - FULL MOON,MYSELF - YEAR OF THE DRAGON,COMPATIBILITY
Scorpio Water Dragon,"Scorpio: Deeply loyal, Emotionally intense, Protective, Intimate, Magnetic - Water Dragon: Independent, Protective, Sentimental, Magnetic",Scorpio: Physical Touch - Water Dragon: Physical Touch,"Scorpio: Perceptive, Resourceful, Resilient, Investigative, Strategic, Intrepid, Depth-seeking - Water Dragon: Influential, Inspiring, Innovative, Persuasive","Scorpio: Psychology and Counseling, Investigation and Security, Occult and Mysticism - Water Dragon: Leadership and Management, Entrepreneurship, Entertainment and Creative Industries, Public Speaking","Scorpio: Detective, Psychologist, Surgeon, Investigative Journalist, Forensic Scientist, Private Investigator, Financial Trader, Psychiatrist - Water Dragon: CEO, Politician, Actor/Actress, Entrepreneur","Scorpio: Intense, Mysterious, Determined, Passionate, Resourceful, Resilient - Water Dragon: Mystical, Charismatic, Visionary, Suave","Scorpio: Intense, secretive, controlling - Water Dragon: Powerful, charismatic, visionary, egotistical",Scorpio: Ambivert - Water Dragon: Extrovert,Scorpio: Pluto - Water Dragon: Mars,"Scorpio: Pink Tourmaline, Topaz - Water Dragon: Amethyst, Citrine","Scorpio: Intensity, passion, potential for confrontations - Water Dragon: Charismatic, ambitious, potential for drama","Scorpio: Intensity, passion, regeneration - Water Dragon: Fortunate, energetic, potential for achievement and growth","Scorpio: Cancer, Pisces - Water Dragon: Metal Rat, Metal Monkey, Wood Rat, Wood Monkey"
Scorpio Water Snake,"Scorpio: Deeply loyal, Emotionally intense, Protective, Intimate, Magnetic - Water Snake: Seductive, Devoted, Enigmatic, Intense",Scorpio: Physical Touch - Water Snake: Receiving gifts,"Scorpio: Perceptive, Resourceful, Resilient, Investigative, Strategic, Intrepid, Depth-seeking - Water Snake: Calculated, Analytical, Diplomatic, Resourceful","Scorpio: Psychology and Counseling, Investigation and Security, Occult and Mysticism - Water Snake: Law and Legal Services, Psychology and Counseling, Investigation and Security","Scorpio: Detective, Psychologist, Surgeon, Investigative Journalist, Forensic Scientist, Private Investigator, Financial Trader, Psychiatrist - Water Snake: Psychologist, Investigator, Healer, Researcher","Scorpio: Intense, Mysterious, Determined, Passionate, Resourceful, Resilient - Water Snake: Mysterious, Intuitive, Persuasive, Wise","Scorpio: Intense, secretive, controlling - Water Snake: Wise, intuitive, secretive, suspicious",Scorpio: Ambivert - Water Snake: Ambivert,Scorpio: Pluto - Water Snake: Venus,"Scorpio: Pink Tourmaline, Topaz - Water Snake: Opal, Auralite","Scorpio: Intensity, passion, potential for confrontations - Water Snake: Wise, intuitive, inclination towards introspection","Scorpio: Intensity, passion, regeneration - Water Snake: Transformation, wisdom, potential for spiritual growth","Scorpio: Cancer, Pisces - Water Snake: Metal Ox, Metal Rooster, Wood Ox, Wood Rooster"
Scorpio Water Horse,"Scorpio: Deeply loyal, Emotionally intense, Protective, Intimate, Magnetic - Water Horse: Adventurous, Emotional, Romantic, Free-spirited",Scorpio: Physical Touch - Water Horse: Quality Time,"Scorpio: Perceptive, Resourceful, Resilient, Investigative, Strategic, Intrepid, Depth-seeking - Water Horse: Progressive, Independent, Agile, Humanitarian","Scorpio: Psychology and Counseling, Investigation and Security, Occult and Mysticism - Water Horse: Travel and Tourism, Transportation and Logistics, Sports and Recreation, Business and Finance","Scorpio: Detective, Psychologist, Surgeon, Investigative Journalist, Forensic Scientist, Private Investigator, Financial Trader, Psychiatrist - Water Horse: Travel Guide, Athlete, Sales Representative, Marketing Manager","Scorpio: Intense, Mysterious, Determined, Passionate, Resourceful, Resilient - Water Horse: Spirited, Adventurous, Sensitive, Versatile","Scorpio: Intense, secretive, controlling - Water Horse: Adventurous, independent, restless, impulsive",Scorpio: Ambivert - Water Horse: Extrovert,Scorpio: Pluto - Water Horse: Mercury,"Scorpio: Pink Tourmaline, Topaz - Water Horse: Topaz, Carnelian","Scorpio: Intensity, passion, potential for confrontations - Water Horse: Adventurous, energetic, desire for freedom","Scorpio: Intensity, passion, regeneration - Water Horse: Action-oriented, adventurous, potential for travel and exploration","Scorpio: Cancer, Pisces - Water Horse: Metal Tiger, Metal Dog, Wood Tiger, Wood Dog"
Scorpio Water Goat,"Scorpio: Deeply loyal, Emotionally intense, Protective, Intimate, Magnetic - Water Goat: Adoring, Compassionate, Emotional, Harmonious",Scorpio: Physical Touch - Water Goat: Words of Affirmation,"Scorpio: Perceptive, Resourceful, Resilient, Investigative, Strategic, Intrepid, Depth-seeking - Water Goat: Supportive, Nurturing, Synergistic, Artistic","Scorpio: Psychology and Counseling, Investigation and Security, Occult and Mysticism - Water Goat: Arts and Creativity, Environmental Conservation, Social Services","Scorpio: Detective, Psychologist, Surgeon, Investigative Journalist, Forensic Scientist, Private Investigator, Financial Trader, Psychiatrist - Water Goat: Artist, Musician, Environmentalist, Social Worker","Scorpio: Intense, Mysterious, Determined, Passionate, Resourceful, Resilient - Water Goat: Gentle, Empathetic, Intuitive, Creative","Scorpio: Intense, secretive, controlling - Water Goat: Creative, sensitive, passive, indecisive",Scorpio: Ambivert - Water Goat: Introvert,Scorpio: Pluto - Water Goat: The Moon,"Scorpio: Pink Tourmaline, Topaz - Water Goat: Emerald, Rose Quartz","Scorpio: Intensity, passion, potential for confrontations - Water Goat: Creative, compassionate, potential for indecision","Scorpio: Intensity, passion, regeneration - Water Goat: Harmony, prosperity, potential for creative endeavors","Scorpio: Cancer, Pisces - Water Goat: Metal Hare, Metal Pig, Wood Hare, Wood Pig"
Scorpio Wood Monkey,"Scorpio: Deeply loyal, Emotionally intense, Protective, Intimate, Magnetic - Wood Monkey: Playful, Charming, Spontaneous, Affectionate",Scorpio: Physical Touch - Wood Monkey: Physical Touch,"Scorpio: Perceptive, Resourceful, Resilient, Investigative, Strategic, Intrepid, Depth-seeking - Wood Monkey: Resourceful, Adaptive, Creative, Innovative","Scorpio: Psychology and Counseling, Investigation and Security, Occult and Mysticism - Wood Monkey: Technology and Innovation, Entertainment and Media, Sales and Marketing","Scorpio: Detective, Psychologist, Surgeon, Investigative Journalist, Forensic Scientist, Private Investigator, Financial Trader, Psychiatrist - Wood Monkey: Inventor, Entertainer, Salesperson, Social Media Influencer","Scorpio: Intense, Mysterious, Determined, Passionate, Resourceful, Resilient - Wood Monkey: Agile, Clever, Inventive, Sociable","Scorpio: Intense, secretive, controlling - Wood Monkey: Clever, sociable, mischievous, self-centered",Scorpio: Ambivert - Wood Monkey: Extrovert,Scorpio: Pluto - Wood Monkey: The Sun,"Scorpio: Pink Tourmaline, Topaz - Wood Monkey: Peridot, Pink Halite","Scorpio: Intensity, passion, potential for confrontations - Wood Monkey: Clever, playful, need for mental stimulation","Scorpio: Intensity, passion, regeneration - Wood Monkey: Intelligence, innovation, potential for success in new ventures","Scorpio: Cancer, Pisces - Wood Monkey: Water Rat, Water Dragon, Fire Rat, Fire Dragon"
Scorpio Wood Rooster,"Scorpio: Deeply loyal, Emotionally intense, Protective, Intimate, Magnetic - Wood Rooster: Devoted, Supportive, Practical, Reliable",Scorpio: Physical Touch - Wood Rooster: Acts of Service,"Scorpio: Perceptive, Resourceful, Resilient, Investigative, Strategic, Intrepid, Depth-seeking - Wood Rooster: Confident, Detail-oriented, Efficient, Strategic","Scorpio: Psychology and Counseling, Investigation and Security, Occult and Mysticism - Wood Rooster: Law and Legal Services, Administration and Management, Entrepreneurship","Scorpio: Detective, Psychologist, Surgeon, Investigative Journalist, Forensic Scientist, Private Investigator, Financial Trader, Psychiatrist - Wood Rooster: Journalist, Lawyer, Fashion Designer, Financial Advisor","Scorpio: Intense, Mysterious, Determined, Passionate, Resourceful, Resilient - Wood Rooster: Proud, Perceptive, Opinionated, Confident","Scorpio: Intense, secretive, controlling - Wood Rooster: Confident, organized, critical, attention-seeking",Scorpio: Ambivert - Wood Rooster: Ambivert,Scorpio: Pluto - Wood Rooster: Mercury,"Scorpio: Pink Tourmaline, Topaz - Wood Rooster: Citrine, Clear Quartz","Scorpio: Intensity, passion, potential for confrontations - Wood Rooster: Confident, organized, attention to detail","Scorpio: Intensity, passion, regeneration - Wood Rooster: Confidence, organization, potential for recognition and advancement","Scorpio: Cancer, Pisces - Wood Rooster: Water Snake, Water Ox, Fire Snake, Fire Ox"
Scorpio Wood Dog,"Scorpio: Deeply loyal, Emotionally intense, Protective, Intimate, Magnetic - Wood Dog: Faithful, Adoring, Dependable, Nurturing",Scorpio: Physical Touch - Wood Dog: Quality Time,"Scorpio: Perceptive, Resourceful, Resilient, Investigative, Strategic, Intrepid, Depth-seeking - Wood Dog: Dedicated, Trustworthy, Service-oriented, Supportive","Scorpio: Psychology and Counseling, Investigation and Security, Occult and Mysticism - Wood Dog: Law Enforcement and Security, Social Services, Animal Care and Welfare, Environmental Services and Sustainability","Scorpio: Detective, Psychologist, Surgeon, Investigative Journalist, Forensic Scientist, Private Investigator, Financial Trader, Psychiatrist - Wood Dog: Police Officer, Security Guard, Veterinarian, Therapist","Scorpio: Intense, Mysterious, Determined, Passionate, Resourceful, Resilient - Wood Dog: Loyal, Reliable, Protective, Grounded","Scorpio: Intense, secretive, controlling - Wood Dog: Loyal, protective, trusting, judgmental",Scorpio: Ambivert - Wood Dog: Introvert,Scorpio: Pluto - Wood Dog: Venus,"Scorpio: Pink Tourmaline, Topaz - Wood Dog: Diamond, Smoky Quartz","Scorpio: Intensity, passion, potential for confrontations - Wood Dog: Loyal, protective, potential for moodiness","Scorpio: Intensity, passion, regeneration - Wood Dog: Loyalty, protection, potential for stability and security","Scorpio: Cancer, Pisces - Wood Dog: Water Tiger, Water Horse, Fire Tiger, Fire Horse"
Scorpio Wood Pig,"Scorpio: Deeply loyal, Emotionally intense, Protective, Intimate, Magnetic - Wood Pig: Affectionate, Devoted, Romantic, Harmonious",Scorpio: Physical Touch - Wood Pig: Physical Touch,"Scorpio: Perceptive, Resourceful, Resilient, Investigative, Strategic, Intrepid, Depth-seeking - Wood Pig: Artistic, Reassuring, Creative, Adaptive","Scorpio: Psychology and Counseling, Investigation and Security, Occult and Mysticism - Wood Pig: Food and Hospitality Industry, Healthcare and Wellness, Education and Training","Scorpio: Detective, Psychologist, Surgeon, Investigative Journalist, Forensic Scientist, Private Investigator, Financial Trader, Psychiatrist - Wood Pig: Chef, Nutritionist, Humanitarian Worker, Financial Advisor","Scorpio: Intense, Mysterious, Determined, Passionate, Resourceful, Resilient - Wood Pig: Friendly, Optimistic, Generous, Positive","Scorpio: Intense, secretive, controlling - Wood Pig: Generous, kind-hearted, indulgent, naive",Scorpio: Ambivert - Wood Pig: Ambivert,Scorpio: Pluto - Wood Pig: Pluto,"Scorpio: Pink Tourmaline, Topaz - Wood Pig: Ruby, Hematite","Scorpio: Intensity, passion, potential for confrontations - Wood Pig: Generous, indulgent, desire for comfort and relaxation","Scorpio: Intensity, passion, regeneration - Wood Pig: Abundance, indulgence, potential for financial gains and enjoyment","Scorpio: Cancer, Pisces - Wood Pig: Water Goat, Water Hare, Fire Goat, Fire Hare"
Scorpio Wood Rat,"Scorpio: Deeply loyal, Emotionally intense, Protective, Intimate, Magnetic - Wood Rat: Kind, Charming, Devoted, Expressive",Scorpio: Physical Touch - Wood Rat: Words of Affirmation,"Scorpio: Perceptive, Resourceful, Resilient, Investigative, Strategic, Intrepid, Depth-seeking - Wood Rat: Hardworking, Innovative, Versatile, Ambitious","Scorpio: Psychology and Counseling, Investigation and Security, Occult and Mysticism - Wood Rat: Finance and Banking, Sales and Negotiation, Entrepreneurship","Scorpio: Detective, Psychologist, Surgeon, Investigative Journalist, Forensic Scientist, Private Investigator, Financial Trader, Psychiatrist - Wood Rat: Entrepreneur, Investor, Salesperson, Writer","Scorpio: Intense, Mysterious, Determined, Passionate, Resourceful, Resilient - Wood Rat: Anxious, Alert, Sociable, Agile","Scorpio: Intense, secretive, controlling - Wood Rat: Resourceful, adaptable, opportunistic, cunning",Scorpio: Ambivert - Wood Rat: Ambivert,Scorpio: Pluto - Wood Rat: Jupiter,"Scorpio: Pink Tourmaline, Topaz - Wood Rat: Garnet, Obsidian","Scorpio: Intensity, passion, potential for confrontations - Wood Rat: Resourceful, adaptable, potential for restlessness","Scorpio: Intensity, passion, regeneration - Wood Rat: Ambitious, opportunistic, potential for success.","Scorpio: Cancer, Pisces - Wood Rat: Water Dragon, Water Monkey, Fire Dragon, Fire Monkey"
Scorpio Wood Ox,"Scorpio: Deeply loyal, Emotionally intense, Protective, Intimate, Magnetic - Wood Ox: Honest, Dependable, Grounded, Supportive",Scorpio: Physical Touch - Wood Ox: Acts of Service,"Scorpio: Perceptive, Resourceful, Resilient, Investigative, Strategic, Intrepid, Depth-seeking - Wood Ox: Diligent, Consistent, Methodical, Enduring","Scorpio: Psychology and Counseling, Investigation and Security, Occult and Mysticism - Wood Ox: Business and Finance, Education and Teaching, Engineering and Architecture, Law and Legal Services","Scorpio: Detective, Psychologist, Surgeon, Investigative Journalist, Forensic Scientist, Private Investigator, Financial Trader, Psychiatrist - Wood Ox: Farmer, Engineer, Chef, Banker","Scorpio: Intense, Mysterious, Determined, Passionate, Resourceful, Resilient - Wood Ox: Strong, Patient, Persistent, Stable","Scorpio: Intense, secretive, controlling - Wood Ox: Determined, reliable, traditional, stubborn",Scorpio: Ambivert - Wood Ox: Extrovert,Scorpio: Pluto - Wood Ox: Saturn,"Scorpio: Pink Tourmaline, Topaz - Wood Ox: Aquamarine, Lapis Lazuli","Scorpio: Intensity, passion, potential for confrontations - Wood Ox: Determined, reliable, desire for stability","Scorpio: Intensity, passion, regeneration - Wood Ox: Determined, steady progress, potential for breakthroughs","Scorpio: Cancer, Pisces - Wood Ox: Water Snake, Water Rooster, Fire Snake, Fire Rooster"
Scorpio Wood Tiger,"Scorpio: Deeply loyal, Emotionally intense, Protective, Intimate, Magnetic - Wood Tiger: Passionate, Protective, Loyal, Affectionate",Scorpio: Physical Touch - Wood Tiger: Physical Touch,"Scorpio: Perceptive, Resourceful, Resilient, Investigative, Strategic, Intrepid, Depth-seeking - Wood Tiger: Dynamic, Ambitious, Assertive, Competitive","Scorpio: Psychology and Counseling, Investigation and Security, Occult and Mysticism - Wood Tiger: Hospitality and Tourism, Military and Defense, Athletics and Sports, Law Enforcement","Scorpio: Detective, Psychologist, Surgeon, Investigative Journalist, Forensic Scientist, Private Investigator, Financial Trader, Psychiatrist - Wood Tiger: Military Officer, Athlete, Artist, Entrepreneur","Scorpio: Intense, Mysterious, Determined, Passionate, Resourceful, Resilient - Wood Tiger: Adventurous, Energetic, Courageous, Optimistic","Scorpio: Intense, secretive, controlling - Wood Tiger: Courageous, confident, assertive, reckless",Scorpio: Ambivert - Wood Tiger: Extrovert,Scorpio: Pluto - Wood Tiger: Uranus,"Scorpio: Pink Tourmaline, Topaz - Wood Tiger: Sapphire, Jade","Scorpio: Intensity, passion, potential for confrontations - Wood Tiger: Courageous, passionate, possible impulsiveness","Scorpio: Intensity, passion, regeneration - Wood Tiger: Confidence, courage, opportunities for leadership","Scorpio: Cancer, Pisces - Wood Tiger: Water Dog, Water Horse, Fire Dog, Fire Horse"
